"transectId","block","type_CT_TT","originTagNum","end5mTagNum","comments","plantID","x","y","height_Spring23","height_Fall23","width_Spring23","width_Fall23","repro_Spring23","repro_Fall23","numRep_Spring23","numRep_Fall23","notes_Spring23","notes_Fall23"
"15","8","CT","1099","1061",,"227","0.31","4.45",NULL,"2",NULL,"9",NULL,"0",NULL,"0",NULL,
"15","8","CT","1099","1061",,"228","0.33","2.35",NULL,"2",NULL,"9",NULL,"0",NULL,"0",NULL,
"15","8","CT","1099","1061",,"229","0.34","0.66",NULL,"6",NULL,"9",NULL,"1",NULL,"6",NULL,
"15","8","CT","1099","1061",,"230","0.35","2.14",NULL,"6",NULL,"5",NULL,"1",NULL,"13",NULL,
"15","8","CT","1099","1061",,"231","0.42","3.56",NULL,"7",NULL,"10",NULL,"1",NULL,"10",NULL,
"15","8","CT","1099","1061",,"232","0.46","4.29",NULL,"7",NULL,"9",NULL,"1",NULL,"13",NULL,
"15","8","CT","1099","1061",,"233","0.47","3.68",NULL,"6",NULL,"7",NULL,"1",NULL,"8",NULL,
"15","8","CT","1099","1061",,"234","0.48","1.26",NULL,"7",NULL,"9",NULL,"1",NULL,"16",NULL,
"15","8","CT","1099","1061",,"235","0.49","0.24",NULL,"9",NULL,"12",NULL,"1",NULL,"36",NULL,
"15","8","CT","1099","1061",,"236","0.55","2.95",NULL,"8",NULL,"15",NULL,"1",NULL,"44",NULL,
"15","8","CT","1099","1061",,"237","0.55","3.3",NULL,"8",NULL,"9",NULL,"1",NULL,"56",NULL,
"15","8","CT","1099","1061",,"238","0.59","3.15",NULL,"6",NULL,"10",NULL,"1",NULL,"29",NULL,
"15","8","CT","1099","1061",,"239","0.67","0.18",NULL,"9",NULL,"7",NULL,"1",NULL,"18",NULL,
"15","8","CT","1099","1061",,"240","0.67","1.66",NULL,"7",NULL,"7",NULL,"1",NULL,"6",NULL,
"15","8","CT","1099","1061",,"241","0.67","4.6",NULL,"2",NULL,"4",NULL,"0",NULL,"0",NULL,
"15","8","CT","1099","1061",,"242","0.67","4.75",NULL,"3",NULL,"6",NULL,"0",NULL,"0",NULL,
"15","8","CT","1099","1061",,"243","0.75","0.81",NULL,"9",NULL,"8",NULL,"1",NULL,"77",NULL,
"15","8","CT","1099","1061",,"244","0.78","0.99",NULL,"9",NULL,"12",NULL,"1",NULL,"65",NULL,
"15","8","CT","1099","1061",,"245","0.79","4.15",NULL,"4",NULL,"7",NULL,"0",NULL,"0",NULL,
"15","8","CT","1099","1061",,"246","0.79","4.4",NULL,"1",NULL,"6.1",NULL,"0",NULL,"0",NULL,
"15","8","CT","1099","1061",,"247","0.8","1.95",NULL,"7",NULL,"13",NULL,"1",NULL,"61",NULL,
"15","8","CT","1099","1061",,"248","0.82","4.45",NULL,"2",NULL,"5",NULL,"0",NULL,"0",NULL,
"15","8","CT","1099","1061",,"249","0.82","4.58",NULL,"2",NULL,"10",NULL,"0",NULL,"0",NULL,
"15","8","CT","1099","1061",,"250","0.85","2.75",NULL,"6",NULL,"12",NULL,"1",NULL,"15",NULL,
"15","8","CT","1099","1061",,"251","0.9","0.96",NULL,"11",NULL,"9",NULL,"1",NULL,"8",NULL,
"15","8","CT","1099","1061",,"252","0.94","3.35",NULL,"10",NULL,"14",NULL,"1",NULL,"19",NULL,
"15","8","CT","1099","1061",,"253","0.94","3.95",NULL,"2",NULL,"9",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"254","0","2.18","8.5","8.5","13.5","13.5","0","1","0","0",,
"16","8","TT","1028","1056",,"255","0.01","2.65","3.5","3.5","4.5","4.5","0","0","0","0",,
"16","8","TT","1028","1056",,"256","0.02","3.5","5.5",NULL,"4.5",NULL,"0",NULL,"0",NULL,,NULL
"16","8","TT","1028","1056",,"257","0.02","3.75",NULL,"5",NULL,"5",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"258","0.03","0.27",NULL,"4",NULL,"5",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"259","0.03","1.75",NULL,"1",NULL,"3",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"260","0.03","2.36",NULL,"5",NULL,"8",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"261","0.04","3.85",NULL,"5",NULL,"5",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"262","0.04","4.08",NULL,"3.5",NULL,"8",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"263","0.04","4.15",NULL,"3.5",NULL,"4",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"264","0.06","1",NULL,"1",NULL,"3",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"265","0.07","2.58",NULL,"5",NULL,"9",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"266","0.08","1.7","9","1","7","2","1","0","0","0",,
"16","8","TT","1028","1056",,"267","0.08","2.11","6","6","7","7","1","1","0","0",,
"16","8","TT","1028","1056",,"268","0.08","3.35",NULL,"4",NULL,"7",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"269","0.09","4.61","7.5",NULL,"9",NULL,"1",NULL,"0",NULL,,NULL
"16","8","TT","1028","1056",,"270","0.1","0.11","5","0","4.5","0","1","0","0","0",,"not found"
"16","8","TT","1028","1056",,"271","0.11","2.75",NULL,"7.5",NULL,"8",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"272","0.13","1.25",NULL,"7",NULL,"7.5",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"273","0.13","1.3",NULL,"2.5",NULL,"3",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"274","0.13","1.9",NULL,"4",NULL,"13",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"275","0.13","2.35",NULL,"6",NULL,"6",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"276","0.13","4.24","8",NULL,"6",NULL,"1",NULL,"0",NULL,,NULL
"16","8","TT","1028","1056",,"277","0.13","4.68",NULL,"5",NULL,"4",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"278","0.14","1.8","4.5","0","3","0","0","0","0","0",,"not found"
"16","8","TT","1028","1056",,"279","0.15","1.93",NULL,"8",NULL,"4.5",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"280","0.16","0.67","4.5","3","7","3","0","0","0","0",,
"16","8","TT","1028","1056",,"281","0.16","1.7","9","0","10","0","1","0","0","0",,"not found"
"16","8","TT","1028","1056",,"282","0.16","3.92",NULL,"2.5",NULL,"3",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"283","0.16","4.1",NULL,"7",NULL,"10",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"284","0.16","4.55","8",NULL,"7.5",NULL,"1",NULL,"0",NULL,,NULL
"16","8","TT","1028","1056",,"285","0.17","3.755","6",NULL,"2.5",NULL,"1",NULL,"0",NULL,,NULL
"16","8","TT","1028","1056",,"286","0.18","3.97",NULL,"4",NULL,"7",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"287","0.2","1",NULL,"3",NULL,"6",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"288","0.22","0.66","7","0","8","0","1","0","0","0",,"not found"
"16","8","TT","1028","1056",,"289","0.22","0.89","7","0","4.5","0","1","0","0","0",,"not found"
"16","8","TT","1028","1056",,"290","0.25","0.25","3","4","3.5","4","0","0","0","0",,
"16","8","TT","1028","1056",,"291","0.25","0.36","4.2","0","7.5","0","1","0","0","0",,"not found"
"16","8","TT","1028","1056",,"292","0.25","1.25","5.5","3.5","3","4.5","0","0","0","0",,
"16","8","TT","1028","1056",,"293","0.25","2.25",NULL,"5",NULL,"8",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"294","0.25","3.25",NULL,"12",NULL,"7",NULL,"1",NULL,"2",NULL,
"16","8","TT","1028","1056",,"295","0.25","4.25",NULL,"6",NULL,"10",NULL,"1",NULL,"3",NULL,
"16","8","TT","1028","1056",,"296","0.26","3.825","8.5",NULL,"8",NULL,"1",NULL,"0",NULL,,NULL
"16","8","TT","1028","1056",,"297","0.265","0.335","4","0","8","0","1","0","0","0",,"not found"
"16","8","TT","1028","1056",,"298","0.27","0.57","7","1","6","3","1","0","0","0",,
"16","8","TT","1028","1056",,"299","0.27","1.8","10.5","0","13","0","1","0","54","0",,"not found"
"16","8","TT","1028","1056",,"300","0.28","1.07","9","0","7","0","1","0","0","0",,"not found"
"16","8","TT","1028","1056",,"301","0.28","4.57",NULL,"4",NULL,"6",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"302","0.3","0.1","4","0","4","0","1","0","0","0",,"not found"
"16","8","TT","1028","1056",,"303","0.3","0.45","2","0","3.5","0","0","0","0","0",,"not found"
"16","8","TT","1028","1056",,"304","0.3","0.99","5","3","4.5","6","0","0","0","0",,
"16","8","TT","1028","1056",,"305","0.3","3.92","10",NULL,"11",NULL,"1",NULL,"0",NULL,,NULL
"16","8","TT","1028","1056",,"306","0.31","3.34",NULL,"2.5",NULL,"4.5",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"307","0.34","0.79","9.5","2.5","9","5","1","0","0","0",,
"16","8","TT","1028","1056",,"308","0.35","0.96","3.5","6.5","4","6","0","0","0","0",,
"16","8","TT","1028","1056",,"309","0.38","0.4","3.5","0.08","10","2","0","0","0","0",,
"16","8","TT","1028","1056",,"310","0.38","0.55",NULL,"14",NULL,"7.9",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"311","0.38","4.5",NULL,"4",NULL,"8",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"312","0.4","3.4",NULL,"6.5",NULL,"4",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"313","0.4","3.45",NULL,"2.5",NULL,"3.5",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"314","0.41","4.77",NULL,"5",NULL,"7",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"315","0.43","0.8",NULL,"5",NULL,"1",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"316","0.43","3.85",NULL,"4",NULL,"8.5",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"317","0.46","0.62",NULL,"6",NULL,"8",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"318","0.46","3.8",NULL,"4",NULL,"6",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"319","0.46","4.65",NULL,"5.5",NULL,"8",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"320","0.53","0.93",NULL,"8",NULL,"6.5",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"321","0.53","1.95",NULL,"9.5",NULL,"12",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"322","0.56","0.93","7","7","12","8","1","0","0","0",,
"16","8","TT","1028","1056",,"323","0.6","1.53",NULL,"7",NULL,"8",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"324","0.6","3.75","7",NULL,"5",NULL,"1",NULL,"0",NULL,,NULL
"16","8","TT","1028","1056",,"325","0.69","0.5","7","1","10.5","2","1","0","0","0",,
"16","8","TT","1028","1056",,"326","0.74","2.64","12","12","9","9","1","1","0","0","budding",
"16","8","TT","1028","1056",,"327","0.75","0.75","7.5","0","5","0","0","0","0","0",,"not found"
"16","8","TT","1028","1056",,"328","0.75","1.75","9.5","6","10","5.5","1","0","0","0",,
"16","8","TT","1028","1056",,"329","0.75","1.78",NULL,"7",NULL,"7",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"330","0.75","2.75","4","0","5","0","0","0","0","0",,"not found"
"16","8","TT","1028","1056",,"331","0.75","3.75",NULL,"3",NULL,"6",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"332","0.75","4.75",NULL,"11",NULL,"9",NULL,"1",NULL,"6",NULL,
"16","8","TT","1028","1056",,"333","0.76","0.94","10.5","3.5","16","6","1","0","0","0",,
"16","8","TT","1028","1056",,"334","0.78","0.78",NULL,"10",NULL,"6.5",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"335","0.78","2.35",NULL,"5",NULL,"5",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"336","0.85","0.27","7","5","11","6","1","0","0","0",,
"16","8","TT","1028","1056",,"337","0.88","3.02","9.5",NULL,"10",NULL,"1",NULL,"1",NULL,,NULL
"16","8","TT","1028","1056",,"338","0.89","2.06","8.5","8.5","14.5","14.5","1","1","33","33",,
"16","8","TT","1028","1056",,"339","0.91","1.25",NULL,"7",NULL,"7.5",NULL,"0",NULL,"0",NULL,
"16","8","TT","1028","1056",,"340","6.46","0.62","5",NULL,"11",NULL,"1",NULL,"29",NULL,"flower buds",NULL
"17","9","CT","1026","1444",,"341","0.23","0.79",NULL,"3",NULL,"8",NULL,"0",NULL,"0",NULL,
"17","9","CT","1026","1444",,"342","0.23","0.89",NULL,"2",NULL,"8",NULL,"0",NULL,"0",NULL,
"17","9","CT","1026","1444",,"343","0.24","1.2",NULL,"2",NULL,"10",NULL,"0",NULL,"0",NULL,
"17","9","CT","1026","1444",,"344","0.39","0.13",NULL,"2",NULL,"6",NULL,"0",NULL,"0",NULL,
"17","9","CT","1026","1444",,"345","0.47","1.1",NULL,"2",NULL,"10",NULL,"0",NULL,"0",NULL,
"17","9","CT","1026","1444",,"346","0.56","2.94",NULL,"5",NULL,"6",NULL,"1",NULL,"4",NULL,
"17","9","CT","1026","1444",,"347","0.64","1.03",NULL,"8",NULL,"3",NULL,"0",NULL,"0",NULL,
"17","9","CT","1026","1444",,"348","0.65","0.02",NULL,"2",NULL,"5",NULL,"0",NULL,"0",NULL,
"17","9","CT","1026","1444",,"349","0.65","0.03",NULL,"2",NULL,"4",NULL,"0",NULL,"0",NULL,
"18","9","TT","1401","1111",,"350","0.04","4.91","7","0","9","0","1","0","0","0",,
"18","9","TT","1401","1111",,"351","0.18","3.56","3","0","5","0","0","0","0","0",,
"18","9","TT","1401","1111",,"352","0.18","4.75",NULL,"10",NULL,"10.6",NULL,"0",NULL,"0",NULL,
"18","9","TT","1401","1111",,"353","0.23","3.25","2","0","2","0","0","0","0","0",,
"18","9","TT","1401","1111",,"354","0.25","0.25",NULL,"4",NULL,"5.5",NULL,"0",NULL,"0",NULL,
"18","9","TT","1401","1111",,"355","0.25","1.25","2","0","3","0","0","0","0","0",,
"18","9","TT","1401","1111",,"356","0.25","2.25",NULL,"4.2",NULL,"6.51",NULL,"0",NULL,"0",NULL,
"18","9","TT","1401","1111",,"357","0.25","3.25","8","0","11","0","1","0","0","0",,
"18","9","TT","1401","1111",,"358","0.27","2.58","7","0","9","0","1","0","0","0",,
"18","9","TT","1401","1111",,"359","0.56","0.74","4","0","8","0","1","0","0","0",,
"18","9","TT","1401","1111",,"360","0.59","0.4","7.5","0","8","0","1","0","0","0",,
"18","9","TT","1401","1111",,"361","0.59","2.29","4","0","7.5","0","1","0","0","0",,
"18","9","TT","1401","1111",,"362","0.6","3","9","0","17","0","1","0","0","0",,
"18","9","TT","1401","1111",,"363","0.65","0.54","2","0","2.5","0","0","0","0","0",,
"18","9","TT","1401","1111",,"364","0.69","4.3","7","0","8","0","1","0","0","0",,
"18","9","TT","1401","1111",,"365","0.75","0.75","5","0","7.5","0","1","0","0","0",,
"18","9","TT","1401","1111",,"366","0.75","1.75","7.5","0","12","0","1","0","0","0",,
"18","9","TT","1401","1111",,"367","0.75","2.75",NULL,"7.5",NULL,"7.7",NULL,"0",NULL,"0",NULL,
"18","9","TT","1401","1111",,"368","0.75","3.75","11.5","0","12","0","1","0","0","0",,
"18","9","TT","1401","1111",,"369","0.75","4.75",NULL,"7.8",NULL,"6.5",NULL,"0",NULL,"0",NULL,
"18","9","TT","1401","1111",,"370","0.78","4.54","3","0","4","0","1","0","0","0",,
"19","10","CT","1007","296",,"371","0.08","1.55",NULL,"2",NULL,"9",NULL,"0",NULL,"0",NULL,
"19","10","CT","1007","296",,"372","0.09","0.1",NULL,"3",NULL,"9",NULL,"0",NULL,"0",NULL,
"19","10","CT","1007","296",,"373","0.2","0.88",NULL,"3",NULL,"8",NULL,"0",NULL,"0",NULL,
"19","10","CT","1007","296",,"374","0.23","3.6",NULL,"5",NULL,"8",NULL,"1",NULL,"3",NULL,
"19","10","CT","1007","296",,"375","0.28","0.3",NULL,"3",NULL,"10",NULL,"0",NULL,"0",NULL,
"19","10","CT","1007","296",,"376","0.38","2.88",NULL,"8",NULL,"10",NULL,"1",NULL,"10",NULL,
"19","10","CT","1007","296",,"377","0.38","3.5",NULL,"8",NULL,"9",NULL,"1",NULL,"9",NULL,
"19","10","CT","1007","296",,"378","0.64","3.7",NULL,"4",NULL,"8",NULL,"0",NULL,"0",NULL,
"19","10","CT","1007","296",,"379","0.66","1.33",NULL,"4",NULL,"11",NULL,"1",NULL,"3",NULL,
"19","10","CT","1007","296",,"380","0.78","0.82",NULL,"3",NULL,"9",NULL,"0",NULL,"0",NULL,
"19","10","CT","1007","296",,"381","0.86","0.34",NULL,"8",NULL,"9",NULL,"1",NULL,"25",NULL,
"19","10","CT","1007","296",,"382","0.87","0.04",NULL,"3",NULL,"9",NULL,"0",NULL,"0",NULL,
"19","10","CT","1007","296",,"383","0.94","0.29",NULL,"3",NULL,"5",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"384","0.02","1.97","6.2",NULL,"9",NULL,"1",NULL,"20",NULL,,NULL
"20","10","TT","1032","1006",,"385","0.17","4.15","5.9",NULL,"5.2",NULL,"0",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"386","0.2","2.25","7.1","0","7.5","0","1","0","9","0",,
"20","10","TT","1032","1006",,"387","0.25","0.25","5.2","0","8.4","0","1","0","0","0","budding",
"20","10","TT","1032","1006",,"388","0.25","1.25","8.8","0","10","0","1","0","42","0",,
"20","10","TT","1032","1006",,"389","0.25","3.25","9.8","0","9","0","1","0","0","0","budding",
"20","10","TT","1032","1006",,"390","0.25","4.25","6","0","4","0","0","0","0","0",,
"20","10","TT","1032","1006",,"391","0.27","0.24",NULL,"1.5",NULL,"3",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"392","0.3","0.85","3.5",NULL,"4",NULL,"0",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"393","0.3","3.9","2.2",NULL,"1.8",NULL,"0",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"394","0.31","3.22",NULL,"1",NULL,"2.5",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"395","0.34","0.25",NULL,"4",NULL,"7.5",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"396","0.34","3.5","4.2",NULL,"4.5",NULL,"0",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"397","0.38","4.3","11.2","0","10","0","1","0","42","0",,
"20","10","TT","1032","1006",,"398","0.4","0.25",NULL,"4",NULL,"8",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"399","0.4","0.3","4.5",NULL,"4.2",NULL,"1",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"400","0.4","3.95",NULL,"1",NULL,"2",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"401","0.42","3.45",NULL,"4",NULL,"9",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"402","0.51","0.23",NULL,"1",NULL,"1.5",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"403","0.53","3.9","3.3",NULL,"2.5",NULL,"0",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"404","0.54","1.32",NULL,"2.5",NULL,"4.5",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"405","0.55","3.4","7.6",NULL,"6.4",NULL,"1",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"406","0.55","3.59",NULL,"1",NULL,"2.5",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"407","0.55","4.15","3","0","2.5","0","0","0","0","0",,
"20","10","TT","1032","1006",,"408","0.6","4.05","2.6",NULL,"2.4",NULL,"0",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"409","0.62","3.36",NULL,"2.5",NULL,"5",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"410","0.64","4.05","2.5",NULL,"2",NULL,"0",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"411","0.66","1.45","3.5",NULL,"5",NULL,"0",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"412","0.66","4.2","3.1","0","2","0","0","0","0","0",,
"20","10","TT","1032","1006",,"413","0.67","4.1","2.2",NULL,"1.7",NULL,"0",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"414","0.68","3",NULL,"4",NULL,"8",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"415","0.71","1.45",NULL,"3",NULL,"7",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"416","0.73","3.1","1.8",NULL,"1.9",NULL,"0",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"417","0.74","4","2.5",NULL,"2.5",NULL,"0",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"418","0.75","0.75",NULL,"5.5",NULL,"4.5",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"419","0.75","1.75",NULL,"4.2",NULL,"5.5",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"420","0.75","2.75",NULL,"10",NULL,"4.55",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"421","0.75","3.75",NULL,"6",NULL,"5.5",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"422","0.75","4.75",NULL,"4",NULL,"3",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"423","0.77","3.15","5.7",NULL,"5.5",NULL,"1",NULL,"10",NULL,,NULL
"20","10","TT","1032","1006",,"424","0.81","3.1",NULL,"2",NULL,"4.5",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"425","0.83","3.18",NULL,"4",NULL,"10.5",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"426","0.85","2.45","3.9",NULL,"4.5",NULL,"0",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"427","0.88","4.2","6.4","0","4.4","0","0","0","0","0",,
"20","10","TT","1032","1006",,"428","0.91","2.5",NULL,"3.5",NULL,"8.2",NULL,"0",NULL,"0",NULL,
"20","10","TT","1032","1006",,"429","0.93","0.8","5.5",NULL,"6.5",NULL,"0",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"430","0.95","1.3","5",NULL,"5",NULL,"0",NULL,"0",NULL,,NULL
"20","10","TT","1032","1006",,"431","0.95","3.05","8.4",NULL,"8.5",NULL,"1",NULL,"20",NULL,,NULL
"21","11","CT","1021","1031","End replaced with tag 1061","432","0","4.26",NULL,"3",NULL,"7",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","433","0.01","4.65",NULL,"13",NULL,"15",NULL,"1",NULL,"23",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","434","0.03","3.3",NULL,"3",NULL,"13",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","435","0.03","4",NULL,"3",NULL,"12",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","436","0.06","4.25",NULL,"1",NULL,"7",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","437","0.07","0.55",NULL,"1",NULL,"3",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","438","0.1","0.05",NULL,"2",NULL,"10",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","439","0.1","0.26",NULL,"1",NULL,"6",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","440","0.12","2.48",NULL,"2",NULL,"11",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","441","0.13","1.05",NULL,"2",NULL,"10",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","442","0.13","3.88",NULL,"3",NULL,"14",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","443","0.15","4.77",NULL,"2",NULL,"10",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","444","0.16","1.15",NULL,"2",NULL,"5",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","445","0.16","1.91",NULL,"4",NULL,"15",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","446","0.17","4.61",NULL,"2",NULL,"9",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","447","0.19","0.37",NULL,"1",NULL,"6",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","448","0.2","2.55",NULL,"3",NULL,"14",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","449","0.23","2.85",NULL,"3",NULL,"10",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","450","0.3","1",NULL,"2",NULL,"11",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","451","0.3","1.1",NULL,"3",NULL,"13",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","452","0.33","0.8",NULL,"7",NULL,"9",NULL,"1",NULL,"4",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","453","0.33","1.39",NULL,"6",NULL,"14",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","454","0.35","4.45",NULL,"3",NULL,"12",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","455","0.4","0.2",NULL,"1",NULL,"10",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","456","0.4","4.3",NULL,"7",NULL,"9",NULL,"1",NULL,"2",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","457","0.46","2.33",NULL,"2",NULL,"13",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","458","0.46","4.4",NULL,"4",NULL,"10",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","459","0.46","4.66",NULL,"6",NULL,"14",NULL,"1",NULL,"17",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","460","0.47","3.78",NULL,"2",NULL,"12",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","461","0.48","2.61",NULL,"3",NULL,"12",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","462","0.48","4.5",NULL,"2",NULL,"10",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","463","0.5","0.35",NULL,"2",NULL,"13",NULL,"0",NULL,"0",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","464","0.5","0.91",NULL,"5",NULL,"13",NULL,"1",NULL,"8",NULL,
"21","11","CT","1021","1031","End replaced with tag 1061","465","0.5","1.9",NULL,"2",NULL,"10",NULL,"0",NULL,"0",NULL,
