"","transectId","originTagNum","end5mTagNum","plantID","x","y","height_Fall23","height_CurrentYear","width_CurrentYear","repro_CurrentYear","numRep_CurrentYear","notes_CurrentYear","Date","Recorded.by"
"483",22,1157,1046,518,0.68,2.06,6.5,6,5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"484",22,1157,1046,516,0.53,2.12,0,5.5,8,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"485",22,1157,1046,503,0.13,2.14,0,6.5,5.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"486",22,1157,1046,510,0.25,2.25,0,9,14,1,46,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"487",22,1157,1046,523,0.75,2.75,5.5,NA,NA,NA,NA,"gone","20240625","Geena Poulter, Michelle DePrenger-Levin"
"488",22,1157,1046,507,0.21,3.25,0,2.5,3,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"489",22,1157,1046,1235,0.09,3.3,NA,8,11.5,1,10,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"490",22,1157,1046,1236,0.6,3.25,NA,4.5,8.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"491",22,1157,1046,1237,0.45,3.35,NA,4.5,8,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"492",22,1157,1046,524,0.75,3.75,0,NA,NA,NA,NA,"gone","20240625","Geena Poulter, Michelle DePrenger-Levin"
"493",22,1157,1046,515,0.48,4.11,0,5,8,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"494",22,1157,1046,511,0.25,4.25,0,5.5,8,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"495",22,1157,1046,525,0.75,4.75,6.5,3,6.5,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"496",23,1447,1104,533,0.11,0.08,2,3,7,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"497",23,1447,1104,529,0.02,0.11,3,4,12,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"498",23,1447,1104,1238,0.16,0.14,NA,1.5,3.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"499",23,1447,1104,557,0.74,0.53,2,3.5,4,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"500",23,1447,1104,549,0.56,0.55,3,10.5,8.5,1,6,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"501",23,1447,1104,1239,0.47,0.4,NA,3,3,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"502",23,1447,1104,1240,0.33,0.45,NA,2.5,3.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"503",23,1447,1104,1241,0.23,0.52,NA,2.5,7,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"504",23,1447,1104,565,0.83,0.7,3,2.7,3,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"505",23,1447,1104,541,0.35,0.71,1,5,7,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"506",23,1447,1104,550,0.6,0.72,2,2,2,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"507",23,1447,1104,555,0.7,0.72,2,8,11,1,11,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"508",23,1447,1104,539,0.27,0.75,6,6,18,1,11,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"509",23,1447,1104,526,0,0.78,6,5,15,1,19,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"510",23,1447,1104,531,0.1,0.8,7,7,8,1,7,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"511",23,1447,1104,560,0.76,1,5,7,8,1,5,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"512",23,1447,1104,564,0.81,1.05,3,2,3,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"513",23,1447,1104,547,0.54,1.17,1,2,5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"514",23,1447,1104,566,0.85,1.22,11,2.5,3.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"515",23,1447,1104,558,0.74,1.37,1,3.5,9,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"516",23,1447,1104,540,0.33,1.59,3,11,13,1,19,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"517",23,1447,1104,561,0.76,1.6,3,14,13,1,49,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"518",23,1447,1104,567,0.86,1.6,2,3.5,6,0,0,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"519",23,1447,1104,1242,0.95,1.5,NA,4,6.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"520",23,1447,1104,556,0.71,1.65,5,NA,NA,NA,NA,"gone","20240625","Geena Poulter, Michelle DePrenger-Levin"
"521",23,1447,1104,551,0.63,1.71,3,5,10,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"522",23,1447,1104,530,0.08,1.95,3,7,15,1,29,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"523",23,1447,1104,552,0.63,1.99,2,4.5,8,1,2,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"524",23,1447,1104,543,0.45,2.05,5,3,9.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"525",23,1447,1104,548,0.54,2.06,2,2.5,4,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"526",23,1447,1104,568,0.9,2.07,1,7,10,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"527",23,1447,1104,542,0.39,2.14,3,8.5,11,1,10,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"528",23,1447,1104,527,0,2.19,3,9,12,1,10,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"529",23,1447,1104,532,0.1,2.19,8,8.5,14,1,18,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"530",23,1447,1104,528,0.01,2.41,7,10,25,1,83,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"531",23,1447,1104,544,0.48,2.45,9,10,13,1,14,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"532",23,1447,1104,563,0.79,2.58,3,4,3,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"533",23,1447,1104,545,0.48,2.6,5,9,14,1,7,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"534",23,1447,1104,536,0.12,2.78,1,8,16,1,20,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"535",23,1447,1104,534,0.11,2.88,1,2,4,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"536",23,1447,1104,1243,0.32,2.92,NA,2,4,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"537",23,1447,1104,562,0.77,3.05,2,3,3,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"538",23,1447,1104,537,0.2,3.78,1,2.8,1.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"539",23,1447,1104,538,0.2,3.85,2,3,3,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"540",23,1447,1104,546,0.51,3.85,10,7,4.5,1,5,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"541",23,1447,1104,553,0.67,4.1,8,7,17,1,17,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"542",23,1447,1104,559,0.75,4.2,9,NA,NA,NA,NA,"gone","20240625","Geena Poulter, Michelle DePrenger-Levin"
"543",23,1447,1104,1244,0.75,4.03,NA,2,1.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"544",23,1447,1104,554,0.68,4.36,4,3,10,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"545",23,1447,1104,1245,0.85,4.81,NA,4,7,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"546",23,1447,1104,535,0.11,4.6,3,7.5,12,1,16,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"547",24,1067,1136,571,0.25,0.25,11,3,5.6,0,0,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"548",24,1067,1136,578,0.75,0.75,6,2.4,4.2,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"549",24,1067,1136,570,0.2,1.25,4.7,2.8,2.6,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"550",24,1067,1136,1246,0.2,1.65,NA,2,2.1,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"551",24,1067,1136,579,0.75,1.75,10.5,4.6,9.4,0,NA,"at .8 for x","20240625","Geena Poulter, Michelle DePrenger-Levin"
"552",24,1067,1136,572,0.25,2.25,8.5,3.5,6.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"553",24,1067,1136,576,0.55,2.35,0,4.2,7.1,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"554",24,1067,1136,1247,0.5,2.7,NA,2.7,2.1,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"555",24,1067,1136,580,0.75,2.75,3.5,2.8,4.6,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"556",24,1067,1136,575,0.49,3.05,0,6,7.3,1,8,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"557",24,1067,1136,577,0.57,3.15,0,6.9,7.2,1,10,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"558",24,1067,1136,573,0.25,3.25,6.1,3.5,4.6,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"559",24,1067,1136,581,0.75,3.75,11,NA,NA,NA,NA,"gone","20240625","Geena Poulter, Michelle DePrenger-Levin"
"560",24,1067,1136,569,0.12,3.8,0,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"561",24,1067,1136,574,0.25,4.25,6.8,3.3,7.7,0,0,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"562",24,1067,1136,582,0.75,4.75,10,NA,NA,NA,NA,"gone","20240625","Geena Poulter, Michelle DePrenger-Levin"
"563",25,1062,1140,587,0.5,1.4,4,3,5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"564",25,1062,1140,590,0.71,1.49,5,5.8,7.7,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"565",25,1062,1140,590,0.81,1.81,9,5.5,10.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"566",25,1062,1140,590,0.86,2.65,7,4,9,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"567",25,1062,1140,590,0.71,2.78,2,2,3.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"568",25,1062,1140,584,0.47,2.8,1,4,6,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"569",25,1062,1140,1248,0.39,2.74,NA,2.5,2,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"570",25,1062,1140,589,0.53,2.9,2,2,3.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"571",25,1062,1140,590,0.97,2.95,9,3,7,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"572",25,1062,1140,586,0.49,2.96,2,3.5,7.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"573",25,1062,1140,590,0.62,3.29,2,5,9,1,1,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"574",25,1062,1140,590,0.72,3.45,2,2,4,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"575",25,1062,1140,583,0.24,3.48,2,2,6,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"576",25,1062,1140,590,0.56,3.51,3,3,5.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"577",25,1062,1140,588,0.5,3.68,3,5.5,9,1,3,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"578",25,1062,1140,590,0.54,3.88,6,6,10,1,5,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"579",25,1062,1140,590,0.71,3.97,2,5.8,9.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"580",25,1062,1140,585,0.48,4,1,4,7.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"581",25,1062,1140,590,0.96,4.1,9,5.5,15,1,13,"out of plot","20240625","Geena Poulter, Michelle DePrenger-Levin"
"582",25,1062,1140,590,0.68,4.11,6,5,9,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"583",25,1062,1140,590,0.56,4.79,7,5,8,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"584",25,1062,1140,590,0.82,4.82,5,5,14,1,9,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"585",28,1087,1083,634,0.4,0.42,0,NA,NA,NA,NA,"gone","20240625","Geena Poulter, Michelle DePrenger-Levin"
"586",28,1087,1083,635,0.75,0.75,4.1,NA,NA,NA,NA,"gone","20240625","Geena Poulter, Michelle DePrenger-Levin"
"587",28,1087,1083,630,0.25,1.25,14,4,7.5,1,4,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"588",28,1087,1083,636,0.75,1.75,0,NA,NA,NA,NA,"gone","20240625","Geena Poulter, Michelle DePrenger-Levin"
"589",28,1087,1083,631,0.25,2.25,4,2,1,0,NA,"sickly ","20240625","Geena Poulter, Michelle DePrenger-Levin"
"590",28,1087,1083,637,0.75,2.75,6,3,5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"591",28,1087,1083,632,0.25,3.25,10,NA,NA,NA,NA,"gone","20240625","Geena Poulter, Michelle DePrenger-Levin"
"592",28,1087,1083,638,0.75,3.75,3,2.5,2.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"593",28,1087,1083,633,0.25,4.25,0,NA,NA,NA,NA,"gone","20240625","Geena Poulter, Michelle DePrenger-Levin"
"594",28,1087,1083,639,0.75,4.75,0,0.5,1,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"595",29,1418,1096,646,0.46,0.12,4.5,5,8,1,3,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"596",29,1418,1096,655,0.75,0.26,2.5,3,3.9,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"597",29,1418,1096,1249,0.11,0.55,NA,2.1,2.6,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"598",29,1418,1096,651,0.61,0.46,3,3.8,6.6,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"599",29,1418,1096,653,0.72,0.47,3,NA,NA,NA,NA,"not pepe","20240625","Geena Poulter, Michelle DePrenger-Levin"
"600",29,1418,1096,640,0.1,0.76,2,3.2,3.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"601",29,1418,1096,642,0.24,0.77,3,5.8,10.6,1,6,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"602",29,1418,1096,641,0.17,0.86,3,5.1,8,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"603",29,1418,1096,645,0.42,1.55,5,4.6,5.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"604",29,1418,1096,648,0.48,1.67,6,7,6.4,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"605",29,1418,1096,652,0.71,1.69,2,6,6.3,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"606",29,1418,1096,656,0.75,1.99,5,6.2,7.9,1,10,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"607",29,1418,1096,649,0.49,2.65,4,8,6.6,1,23,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"608",29,1418,1096,647,0.46,3.29,6,6.1,8.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"609",29,1418,1096,650,0.52,3.39,7,5.2,7.8,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"610",29,1418,1096,1250,0.5,3.4,NA,5.1,10.3,1,5,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"611",29,1418,1096,644,0.4,3.6,9,4.9,5.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"612",29,1418,1096,1251,0.28,3.6,NA,4,3.9,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"613",29,1418,1096,654,0.72,3.6,1,3.8,9.8,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"614",29,1418,1096,643,0.3,4.22,2,6.2,4.3,1,5,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"615",35,1076,1417,776,0.17,0.05,5,9.5,13.9,1,12,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"616",35,1076,1417,790,0.45,0.21,6,4.5,5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"617",35,1076,1417,792,0.51,0.25,6,5.4,4.8,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"618",35,1076,1417,1252,0.58,0.2,NA,9,11.5,1,10,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"619",35,1076,1417,767,0.06,0.3,6,3.9,11,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"620",35,1076,1417,786,0.35,0.3,4,5,10.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"621",35,1076,1417,1253,0.78,0.25,NA,6,4.5,1,16,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"622",35,1076,1417,800,0.71,0.35,5,7,11,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"623",35,1076,1417,769,0.07,0.45,4,3,1.4,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"624",35,1076,1417,768,0.06,0.55,3,6.2,12.3,1,3,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"625",35,1076,1417,785,0.33,0.55,4,4,13.2,1,5,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"626",35,1076,1417,788,0.39,0.65,12,7.5,18.4,1,8,".7 for the X","20240625","Geena Poulter, Michelle DePrenger-Levin"
"627",35,1076,1417,773,0.14,0.75,8,4.4,4.9,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"628",35,1076,1417,1254,0.59,0.9,NA,2,3.6,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"629",35,1076,1417,1255,0.12,1.05,NA,6.3,10,1,8,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"630",35,1076,1417,770,0.11,1.2,7,4.5,5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"631",35,1076,1417,766,0.03,1.5,5,9.8,14.5,1,22,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"632",35,1076,1417,779,0.24,1.5,8,9.5,14.1,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"633",35,1076,1417,774,0.14,1.6,2,7.3,14.6,1,6,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"634",35,1076,1417,772,0.12,1.9,3,4.5,6.9,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"635",35,1076,1417,794,0.62,1.9,3,5,6.6,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"636",35,1076,1417,797,0.68,2.05,4,6.6,8,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"637",35,1076,1417,808,0.89,2.05,4,3.5,7.1,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"638",35,1076,1417,780,0.26,2.11,6,4.2,8,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"639",35,1076,1417,1256,0.15,2.1,NA,4.1,6.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"640",35,1076,1417,795,0.66,2.11,2,5.5,5.4,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"641",35,1076,1417,1257,0.39,2.25,NA,6.9,13.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"642",35,1076,1417,1258,0.5,2.35,NA,6.1,8.9,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"643",35,1076,1417,782,0.28,2.5,5,6.7,10,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"644",35,1076,1417,803,0.78,2.58,4,5,9,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"645",35,1076,1417,1259,0.79,2.4,NA,3,5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"646",35,1076,1417,777,0.22,2.7,6,8.9,9.9,1,36,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"647",35,1076,1417,1260,0.6,2.7,NA,4,5.4,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"648",35,1076,1417,801,0.72,2.81,3,5.1,4.6,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"649",35,1076,1417,771,0.11,3,3,4.1,7.1,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"650",35,1076,1417,809,0.91,3.1,5,3,3.9,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"651",35,1076,1417,1261,0.72,3.15,NA,3.3,1.9,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"652",35,1076,1417,1262,0.3,3.2,NA,2.9,3,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"653",35,1076,1417,806,0.83,3.21,5,NA,NA,NA,NA,"gone","20240625","Geena Poulter, Michelle DePrenger-Levin"
"654",35,1076,1417,810,0.92,3.25,11,1.9,3.2,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"655",35,1076,1417,787,0.36,3.4,2,4.4,5.6,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"656",35,1076,1417,1263,0.62,3.35,NA,4.3,6,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"657",35,1076,1417,1264,0.92,3.35,NA,4.5,7.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"658",35,1076,1417,783,0.28,3.52,6,4.3,12,1,12,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"659",35,1076,1417,775,0.16,3.65,4,6.1,6.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"660",35,1076,1417,1265,0.22,3.6,NA,5.5,7.9,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"661",35,1076,1417,781,0.27,3.72,2,3.4,3.3,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"662",35,1076,1417,811,0.92,3.75,2,4.2,8.2,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"663",35,1076,1417,784,0.28,3.76,3,9,10.5,1,6,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"664",35,1076,1417,1266,0,3.75,NA,4.2,4.5,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"665",35,1076,1417,804,0.82,3.95,5,5.5,5.9,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"666",35,1076,1417,1267,0.72,4,NA,5.5,5.6,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"667",35,1076,1417,791,0.46,4.1,7,6,7.6,0,NA,".36 for X","20240625","Geena Poulter, Michelle DePrenger-Levin"
"668",35,1076,1417,793,0.56,4.1,3,4.9,7.2,1,6,".46 for X","20240625","Geena Poulter, Michelle DePrenger-Levin"
"669",35,1076,1417,812,0.99,4.1,5,2.9,5.7,0,NA,".82 for X","20240625","Geena Poulter, Michelle DePrenger-Levin"
"670",35,1076,1417,1268,0.85,4.1,NA,5.5,6.4,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"671",35,1076,1417,1269,0.9,4.1,NA,5.4,6.6,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"672",35,1076,1417,1270,0.89,4.35,NA,2.4,6.9,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"673",35,1076,1417,1271,0.93,4.35,NA,3.8,8,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"674",35,1076,1417,798,0.68,4.2,9,5.8,8,1,8,".58 for x","20240625","Geena Poulter, Michelle DePrenger-Levin"
"675",35,1076,1417,807,0.86,4.3,2,3.5,8.4,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"676",35,1076,1417,1272,0.5,4.45,NA,4.7,7.1,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"677",35,1076,1417,799,0.68,4.4,4,4.9,7,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"678",35,1076,1417,1273,0.7,4.5,NA,4.2,3.9,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"679",35,1076,1417,805,0.82,4.61,5,10,12.1,1,8,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"680",35,1076,1417,778,0.23,4.8,8,5.8,7.2,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"681",35,1076,1417,802,0.75,4.7,2,10.1,11.6,1,9,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"682",35,1076,1417,789,0.44,4.65,4,1.9,1.1,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"683",35,1076,1417,1274,0.78,4.8,NA,3.4,5.6,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"684",35,1076,1417,796,0.67,4.95,8,6,5.6,0,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"685",37,1005,1015,845,0.21,0.01,1,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"686",37,1005,1015,927,16,0.05,1,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"687",37,1005,1015,829,0.08,0.1,8,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"688",37,1005,1015,852,0.24,0.29,1,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"689",37,1005,1015,840,0.15,0.31,1,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"690",37,1005,1015,858,0.26,0.36,9,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"691",37,1005,1015,841,0.16,0.39,8,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"692",37,1005,1015,901,0.69,0.39,1,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"693",37,1005,1015,898,0.65,0.41,7,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"694",37,1005,1015,832,0.1,0.49,10,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"695",37,1005,1015,869,0.33,0.59,1,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"696",37,1005,1015,862,0.29,0.61,0.5,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"697",37,1005,1015,867,0.31,0.66,1,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"698",37,1005,1015,853,0.24,0.76,3,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
"699",37,1005,1015,879,0.4,0.81,10,NA,NA,NA,NA,"","20240625","Geena Poulter, Michelle DePrenger-Levin"
